날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2021-02-15,248,1,-4.2,7.5
2021-02-16,248,-3.4,-8.1,1.7
2021-02-17,248,-8.5,-9.6,-6.2
2021-02-18,248,-6.9,-10,-2.7
2021-02-19,248,0.2,-10.2,8.1
2021-02-20,248,8.6,2.4,15.2
2021-02-21,248,14.1,4.8,19.7
2021-02-22,248,10.9,2,17.9
2021-02-23,248,0.7,-5.8,8.4
2021-02-24,248,1.8,-4.2,10.3
2021-02-25,248,1.9,-3.4,7.6
2021-02-26,248,7,2.5,11.8
2021-02-27,248,5.2,1.6,9.9
2021-02-28,248,5.6,-1,11.9
2021-03-01,248,10.6,5.3,14.9
2021-03-02,248,1.4,-2.9,5.5
2021-03-03,248,2.1,-5.2,9.9
2021-03-04,248,3.6,-1.1,8.6
2021-03-05,248,7.7,2.2,16.6
2021-03-06,248,6,-0.2,15.4
2021-03-07,248,5.2,2.1,10.5
2021-03-08,248,4.9,-1.3,13.6
2021-03-09,248,6.6,1.1,13.9
2021-03-10,248,6.5,-2,17.7
2021-03-11,248,8.3,-0.9,16.9
2021-03-12,248,6,2.8,9.6
2021-03-13,248,5.7,0.9,13.8
2021-03-14,248,5.1,-0.3,11.7
2021-03-15,248,8.4,-1.5,16.3
2021-03-16,248,9.6,1,16.1
2021-03-17,248,7.6,-2.4,19.2
2021-03-18,248,9.5,-0.1,19.7
2021-03-19,248,11.7,6.5,18.4
2021-03-20,248,8,6.7,10.9
2021-03-21,248,3.7,1.4,7.5
2021-03-22,248,3.4,-0.5,8.5
2021-03-23,248,5.3,-3.3,14.9
2021-03-24,248,6.1,-1.7,14.2
2021-03-25,248,8.8,-1.3,19.4
2021-03-26,248,11.1,-0.6,22.7
2021-03-27,248,10.7,1,16.4
2021-03-28,248,10.4,8.2,14.3
2021-03-29,248,9.7,4.3,15
2021-03-30,248,9,2.3,18.5
2021-03-31,248,10.9,-0.6,22.3
2021-04-01,248,11.9,2.1,17.5
2021-04-02,248,15.8,10.1,21.9
2021-04-03,248,14.8,11.7,16.9
2021-04-04,248,10.5,6.2,15.7
2021-04-05,248,8.5,2.8,16.4
2021-04-06,248,8.8,0.9,17.6
2021-04-07,248,10.5,0.5,20
2021-04-08,248,9.6,2.6,16.9
2021-04-09,248,8.6,-0.9,17
2021-04-10,248,9.4,1.5,17.4
2021-04-11,248,11.1,1.2,20.5
2021-04-12,248,10.9,7.6,14.3
2021-04-13,248,8.7,2.2,14.3
2021-04-14,248,6.1,0.6,13.3
2021-04-15,248,7.4,-1.8,16.9
2021-04-16,248,9.2,1.5,14
2021-04-17,248,7.7,2,13.1
2021-04-18,248,7.5,1.2,14.3
2021-04-19,248,8.4,-1.8,18.1
2021-04-20,248,13.1,-0.1,24.8
2021-04-21,248,16.8,6.3,26.1
2021-04-22,248,17.5,11.9,25.4
2021-04-23,248,17.1,12.2,21.9
2021-04-24,248,15.8,6.6,24.4
2021-04-25,248,14.5,5.4,22.4
2021-04-26,248,12.8,5.2,20.4
2021-04-27,248,13.6,6.9,19.3
2021-04-28,248,14.9,9.8,19.8
2021-04-29,248,13.8,9,20
2021-04-30,248,11.9,9.2,15.5
2021-05-01,248,7.8,6.9,10.3
2021-05-02,248,8.9,4.7,15.6
2021-05-03,248,12.6,3,20.9
2021-05-04,248,15.2,9,19.2
2021-05-05,248,12.1,3.3,18.3
2021-05-06,248,12.4,0.7,21.7
2021-05-07,248,12.2,4,19.4
2021-05-08,248,12.9,1.1,21.4
2021-05-09,248,12.9,4.4,20.3
2021-05-10,248,11.1,7.9,15.6
2021-05-11,248,13.5,10.9,18.3
2021-05-12,248,16.4,7,25.4
2021-05-13,248,19.6,10.2,27.6
2021-05-14,248,20.7,13.1,28.1
2021-05-15,248,20.1,17,24.7
2021-05-16,248,20.3,19,21.8
2021-05-17,248,16,12.7,19
2021-05-18,248,15.6,11.9,21.8
2021-05-19,248,17.4,10.9,25.4
2021-05-20,248,14.8,13.2,18.7
2021-05-21,248,13.4,12.3,15.9
2021-05-22,248,16.8,10.5,23.9
2021-05-23,248,18.7,10.8,27.8
2021-05-24,248,17.5,10.5,22.4
2021-05-25,248,12.6,7.7,18.8
2021-05-26,248,15.4,7.4,22
2021-05-27,248,13.8,8,18.8
2021-05-28,248,14.9,6.2,22.9
2021-05-29,248,16.6,11.4,22
2021-05-30,248,18.6,8.7,26.6
2021-05-31,248,19.2,13.4,25.8
2021-06-01,248,19.7,12.5,26.8
2021-06-02,248,20.5,14.1,27.3
2021-06-03,248,16.5,12.7,18.2
2021-06-04,248,16.9,11.3,22.6
2021-06-05,248,19.1,10.2,25.2
2021-06-06,248,20.2,14,26.1
2021-06-07,248,20.5,11.8,28.5
2021-06-08,248,22.1,13.7,30.9
2021-06-09,248,23.2,16,30.7
2021-06-10,248,21.9,15.7,27.7
2021-06-11,248,20.8,17.3,26.4
2021-06-12,248,23.2,18,28.9
2021-06-13,248,23.4,20.2,28.3
2021-06-14,248,23.1,19.5,27.8
2021-06-15,248,19.1,17.8,21.1
2021-06-16,248,20,17.7,22.5
2021-06-17,248,19.5,15.4,24.1
2021-06-18,248,19.5,17.4,22.3
2021-06-19,248,20.5,14.7,27.3
2021-06-20,248,21.3,13.2,28.8
2021-06-21,248,20.4,13.7,27.3
2021-06-22,248,20.7,14.1,27.7
2021-06-23,248,20.1,16.7,25.1
2021-06-24,248,20.6,16.2,25.2
2021-06-25,248,21.1,16.9,26.5
2021-06-26,248,20.6,18.2,25.6
2021-06-27,248,21.9,15.6,27.2
2021-06-28,248,20.8,17.6,26.4
2021-06-29,248,20.6,17.3,26.6
2021-06-30,248,21.4,18,26.9
2021-07-01,248,22.6,17.5,29.4
2021-07-02,248,22.9,17,29.4
2021-07-03,248,20.8,18,22.7
2021-07-04,248,22.1,20.2,24.6
2021-07-05,248,20.3,18.2,22.6
2021-07-06,248,22.2,20.4,24.6
2021-07-07,248,23.2,21.7,26.1
2021-07-08,248,23.6,21.5,26.8
2021-07-09,248,23.8,21.6,28.4
2021-07-10,248,22.9,20,29.2
2021-07-11,248,24.3,19.5,29.7
2021-07-12,248,26.2,21.6,31.4
2021-07-13,248,25.9,20.4,31.8
2021-07-14,248,25.4,21.1,30
2021-07-15,248,25.1,19.6,32.5
2021-07-16,248,23.9,19,31.3
2021-07-17,248,23.7,18.7,29.1
2021-07-18,248,24.3,19.1,30.2
2021-07-19,248,24.5,20.9,30.1
2021-07-20,248,24.1,21.3,28.2
2021-07-21,248,24.5,18.5,32
2021-07-22,248,24.2,16.7,30.1
2021-07-23,248,24.8,18.5,31.9
2021-07-24,248,25.4,20.6,31.1
2021-07-25,248,24.8,19.8,30.6
2021-07-26,248,24.6,18.8,30.6
2021-07-27,248,25.4,17.8,32.1
2021-07-28,248,25.5,20,31.9
2021-07-29,248,26,20.6,31.6
2021-07-30,248,27.1,20.2,33.1
2021-07-31,248,26.9,22.8,32.6
2021-08-01,248,25.5,21.9,32.2
2021-08-02,248,25.3,22.4,30.3
2021-08-03,248,25.4,22.6,30.3
2021-08-04,248,25.7,20.4,31.5
2021-08-05,248,25.2,20.5,31.9
2021-08-06,248,25,20.5,32.8
2021-08-07,248,25.5,19.3,32.1
2021-08-08,248,24.4,21.1,28.7
2021-08-09,248,24.8,19.5,30.4
2021-08-10,248,23.9,20.3,30.3
2021-08-11,248,23.7,19.4,30.1
2021-08-12,248,23.1,20,29.9
2021-08-13,248,23,19.4,28.6
2021-08-14,248,21.4,19.7,26.1
2021-08-15,248,22.6,18.3,29
2021-08-16,248,22.3,19.2,26.8
2021-08-17,248,22.1,17.6,28.3
2021-08-18,248,20.3,16.1,25.3
2021-08-19,248,20.6,17.4,26.9
2021-08-20,248,21.9,16.2,28.6
2021-08-21,248,21.8,19.6,23.8
2021-08-22,248,23.1,19.9,27.3
2021-08-23,248,21.5,20.1,23
2021-08-24,248,23.7,20.8,27.3
2021-08-25,248,23.5,21.4,25.8
2021-08-26,248,23.2,17.9,30.1
2021-08-27,248,20.4,18.2,26.1
2021-08-28,248,22,18,28.3
2021-08-29,248,22.1,19.4,26.3
2021-08-30,248,22.6,19.6,27.3
2021-08-31,248,23.5,20.2,29.6
2021-09-01,248,22.9,20.6,26.7
2021-09-02,248,20.6,18.3,23.5
2021-09-03,248,19.5,16.7,23.9
2021-09-04,248,19.9,14.6,25.6
2021-09-05,248,18.9,15.2,22.5
2021-09-06,248,18.8,16.5,21.9
2021-09-07,248,20.8,17.3,23.4
2021-09-08,248,19.7,14.8,25.1
2021-09-09,248,20.1,14.8,28
2021-09-10,248,19.6,17.2,23.4
2021-09-11,248,21.5,17,29.2
2021-09-12,248,20.4,15.1,28.4
2021-09-13,248,20,15.4,24.6
2021-09-14,248,20.6,17.2,22.5
2021-09-15,248,20.5,15.5,25.7
2021-09-16,248,18.8,12.1,24.6
2021-09-17,248,19.6,16.7,23.4
2021-09-18,248,19.4,14.9,26.8
2021-09-19,248,19,12.9,26.8
2021-09-20,248,20,12.4,25.2
2021-09-21,248,21.3,19.3,23.7
2021-09-22,248,20.1,14.7,25.1
2021-09-23,248,17.5,12.1,24.1
2021-09-24,248,16.7,9.7,24.3
2021-09-25,248,18.9,12.6,24.3
2021-09-26,248,18.4,13.3,23.8
2021-09-27,248,19,15.2,25.3
2021-09-28,248,20,16.9,24.1
2021-09-29,248,20.8,18.9,24.1
2021-09-30,248,19.3,13.1,26.8
2021-10-01,248,17.4,11.8,26.7
2021-10-02,248,18,12.2,26.6
2021-10-03,248,18.3,10.3,29.5
2021-10-04,248,20.9,12,27.5
2021-10-05,248,19.2,13,27.5
2021-10-06,248,18.5,13.1,26.9
2021-10-07,248,18.7,13.7,24.5
2021-10-08,248,18.9,16.4,23.7
2021-10-09,248,20.3,15.9,27.5
2021-10-10,248,21.4,14.4,26.8
2021-10-11,248,13.8,11.7,20.8
2021-10-12,248,14.8,13.8,15.9
2021-10-13,248,16.3,13.2,20.1
2021-10-14,248,16.2,11.5,23.1
2021-10-15,248,15.3,9.9,20.2
2021-10-16,248,10.7,4,15.3
2021-10-17,248,3.6,-1.4,11.2
2021-10-18,248,6.1,-2.6,16.3
2021-10-19,248,8.1,3,15.5
2021-10-20,248,5.8,-0.2,15
2021-10-21,248,6.5,-0.2,16.2
2021-10-22,248,5.5,-0.7,14.4
2021-10-23,248,6.8,-0.8,17.4
2021-10-24,248,7.8,0.2,18.3
2021-10-25,248,7.5,0.4,17.6
2021-10-26,248,7.7,-0.9,18.4
2021-10-27,248,9,2.9,18.4
2021-10-28,248,8,-0.8,19.7
2021-10-29,248,8.7,2,18.1
2021-10-30,248,9.3,3.8,16.2
2021-10-31,248,,2.4,19.5
